what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1410215821886
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410215821892
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1410215834888
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410215836649
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410215838361
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1410215839840
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410215840690
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1410215850990
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1410215853946
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1410215855483
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1410215855516
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1410215857106
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1410215858368
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1410215859921
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1410215859921
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1410215860752
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1410215863584
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1410215864247
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410215868511
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1410215874572
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410215875750
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410215890479
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410215894570
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410215953877
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410215955103
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410215959949
