what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410569707694
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410569708526
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410569864169
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410569872444
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410569902019
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410569902940
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571600041
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410571603719
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1410571628712
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410571631941
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410571642809
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1410571644052
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571644393
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571650544
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410571674174
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1410571674515
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571674886
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571676287
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571677625
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571678382
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571679693
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571695107
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1410571737073
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410571747225
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.indent",1410571754307
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571764496
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571765624
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410571775540
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1410571775972
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571776348
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571778146
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571779485
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571801241
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410571807754
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1410571808208
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571808612
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571810102
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571813028
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571819506
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1410571824869
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1410571825172
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571825498
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571827096
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571827583
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571835333
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571852929
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410571853783
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1410571860296
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1410571860864
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1410571862527
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1410571863261
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1410571864287
