what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1416270796226
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1416270802410
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1416270803412
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416270803781
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416270809346
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1416270819262
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1416270819500
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416270819852
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416270825641
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416270885612
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416271820634
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1416271825003
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1416271932384
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1416271965157
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1416271967944
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1416271968014
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1416271968038
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1416271990633
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1416271990743
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1416271990743
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1416271992312
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1416272001883
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416272042034
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416273171812
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1416273176622
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416273177413
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416273203949
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416273205899
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416275114195
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1416275121630
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416275123374
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416275133743
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416275135984
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416275137129
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416275145435
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416275150065
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416275183936
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416275187521
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416275190418
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1416275231245
